customer_id,ITE
C1001,-0.07971360498245489
C1002,-0.3225081939627526
C1003,-0.1791135488719959
C1004,0.12291517136509103
C1005,0.04600369535514001
C1006,0.016341725668663903
C1007,0.08982431044882155
C1008,-0.06432707114205308
C1009,-0.1548832140902304
C1010,-0.3054146811475533
C1011,-0.09858504005868837
C1012,-0.18643708990114383
C1013,0.07340077916765275
C1014,-0.31014765213561596
C1015,0.1561164599758754
C1016,-0.11422584000238847
C1017,0.15210811657971704
C1018,-0.20007347251947336
C1019,-0.1400684063249654
C1020,-0.11668048878573331
C1021,0.07516720780670699
C1022,0.14902407101733212
C1023,0.059576584224420664
C1024,0.019982056369454743
C1025,-0.012947640264030141
C1026,0.20848208806669474
C1027,0.030113081922021667
C1028,-0.0405584197043162
C1029,0.03686314595266005
C1030,-0.12312202562290017
C1031,0.023262067286515725
C1032,0.21445637969301026
C1033,0.08602888941494435
C1034,0.132481875985735
C1035,-0.11188014685667286
C1036,0.06419293742397175
C1037,-0.08969057120068308
C1038,-0.1753845224524071
C1039,-0.21357726035267616
C1040,0.1028061530711418
C1041,0.0025722335242837624
C1042,-0.14262728198934677
C1043,0.09905733575279421
C1044,0.15015437982293117
C1045,0.0713560091366757
C1046,-0.1630745477076051
C1047,-0.2541614740096567
C1048,0.3070644543658825
C1049,0.035579868656207714
C1050,-0.24330318591384492
C1051,0.17165721792526886
C1052,0.0779118111976144
C1053,0.006306499456463471
C1054,-0.24615590027216652
C1055,-0.16069263787344543
C1056,0.09916080202028163
C1057,-0.04734579634376794
C1058,-0.030209716022126576
C1059,-0.24309363210570475
C1060,0.14856838882567572
C1061,-0.4023366919895338
C1062,0.0024383817941414365
C1063,-0.06026171307122713
C1064,-0.18226499613613387
C1065,0.05503684795731659
C1066,0.02448835964282367
C1067,-0.10507078941018538
C1068,-0.044497390352320976
C1069,-0.12558315791126332
C1070,-0.15411077337617726
C1071,-0.3813889012156308
C1072,0.05088768292269982
C1073,0.10931449989686348
C1074,0.07216031585155805
C1075,-0.07328997239991392
C1076,-0.13840170653286146
C1077,-0.07956549823585987
C1078,0.1680841833156855
C1079,-0.15814300850115837
C1080,-0.065324653266818
C1081,-0.23769190474163987
C1082,0.06625002351263357
C1083,0.15315247295217874
C1084,-0.2353816379362961
C1085,-0.17860211580015983
C1086,-0.15997641736028956
C1087,0.21600451796159606
C1088,-0.07407043867437632
C1089,-0.20590540760205692
C1090,0.008047294650197864
C1091,-0.15831326422955308
C1092,-0.18626059309099469
C1093,-0.23586762596457858
C1094,-0.05613833251268194
C1095,-0.07907719730552965
C1096,-0.07675837814819997
C1097,0.018054559129992764
C1098,-0.11804404926965995
C1099,0.15952124007940516
C1100,-0.061113926958818954
C1101,-0.15522230447789195
C1102,0.0017034701276488207
C1103,0.08105889679896713
C1104,0.13623181865403594
C1105,-0.22828940897616715
C1106,-0.000576363071059488
C1107,-0.09173056596290322
C1108,-0.19522429389950954
C1109,0.15205383938823927
C1110,-0.18212340498218968
C1111,-0.1597206300298931
C1112,0.15147092776159507
C1113,0.24077287469320816
C1114,-0.22352425508991258
C1115,-0.16953936433339412
C1116,-0.11473964926607758
C1117,-0.23600135663341154
C1118,0.31573979054060747
C1119,-0.0385010283440026
C1120,-0.17902824769185557
C1121,0.0277268689386434
C1122,0.09855817597648522
C1123,0.24039425822706886
C1124,0.09621819548913105
C1125,-0.10816918911646733
C1126,-0.20458405708324212
C1127,-0.004297343402591441
C1128,0.016077132728619548
C1129,0.039038005639896955
C1130,0.004735228745726738
C1131,-0.19654614832485018
C1132,-0.236353540469948
C1133,-0.0014051983432299686
C1134,0.01910987003081016
C1135,0.15269928418863196
C1136,-0.08472595998689891
C1137,0.05352226271754326
C1138,-0.3158741160440905
C1139,0.026234129766421227
C1140,0.12520232728216352
C1141,0.11086449572559975
C1142,-0.17742955809234406
C1143,-0.13346913735389923
C1144,-0.04360447985101107
C1145,0.21000373144210463
C1146,-0.07639271801757214
C1147,-0.011162727933403407
C1148,-0.2753479521862231
C1149,-0.03654402864362144
C1150,-0.1893652506566721
C1151,-0.3816914706694286
C1152,-0.18135656712452847
C1153,0.11095571188325612
C1154,-0.005702099931168492
C1155,-0.09209935089753074
C1156,0.06627827138164652
C1157,-0.007418956949641814
C1158,-0.00853245541347647
C1159,-0.20063944869239217
C1160,-0.14051045532358197
C1161,-0.01939276004162091
C1162,0.020491585368976106
C1163,-0.10666456324394107
C1164,0.05017598775502402
C1165,-0.32883856684455587
C1166,0.1548058256878503
C1167,-0.1891772554483045
C1168,0.11468315658476208
C1169,0.17421842326933912
C1170,-0.11460297387788926
C1171,-0.34193575697779843
C1172,-0.10603980366910876
C1173,0.022959393248404444
C1174,0.2306173862305617
C1175,0.022246207614385755
C1176,0.23907312577881762
C1177,0.2775230860617253
C1178,0.04757505872383415
C1179,-0.08761199930957475
C1180,0.11475747217514627
C1181,0.2166544802317644
C1182,0.15902536923120814
C1183,0.08702698597998795
C1184,-0.18703544075765624
C1185,-0.17000706693860704
C1186,-0.018998974430166793
C1187,-0.26637439246907657
C1188,-0.07447318171754297
C1189,0.15186409700650544
C1190,0.08884986459126042
C1191,0.3015203441729239
C1192,0.23922051054832333
C1193,-0.010989948016143766
C1194,-0.04868368583787297
C1195,0.0485037828413693
C1196,-0.18382313101152942
C1197,0.025638063169391462
C1198,-0.04360738313508594
C1199,-0.26060886805283556
C1200,0.07628106351122685
C1201,-0.03102477965672268
C1202,-0.026811715793330332
C1203,0.020789683799436548
C1204,-0.30112014000005893
C1205,-0.15248204222212228
C1206,0.053605586302455877
C1207,0.07543586839722474
C1208,-0.0024887687387712687
C1209,-0.13712541694859837
C1210,-0.16743582665191248
C1211,0.18250466292651085
C1212,0.12856105129003295
C1213,-0.1394244557409221
C1214,0.1388770566075199
C1215,-0.06294941799749132
C1216,-0.02182020631350612
C1217,-0.08898209901326568
C1218,0.12402739338249466
C1219,-0.10406863542777615
C1220,-0.2682273433956478
C1221,-0.20486669374867902
C1222,-0.19282128868317905
C1223,-0.27000729484095765
C1224,-0.17720841941048407
C1225,-0.06015332316227942
C1226,0.0009732307774160398
C1227,-0.1374960273557438
C1228,0.19789822789180037
C1229,0.03262320465152049
C1230,0.06021860372540047
C1231,0.029482006716289838
C1232,0.38613905961117406
C1233,-0.03718619239160653
C1234,-0.022529003273990766
C1235,0.13741544437645745
C1236,-0.003420205080566577
C1237,-0.10296164099660735
C1238,-0.28007752863562807
C1239,0.24879995403520552
C1240,-0.014987103808330432
C1241,-0.08237514766431481
C1242,0.060763312892023275
C1243,-0.09865828291439935
C1244,-0.029673261745816443
C1245,-0.1476971544830261
C1246,-0.22637542769348842
C1247,-0.12613947793612254
C1248,0.06883214105476432
C1249,0.10044304521852052
C1250,0.13874470799566355
C1251,-0.09682399995546898
C1252,-0.3705516504298405
C1253,0.11674102484085266
C1254,-0.017524959966563503
C1255,0.057673585873449645
C1256,-0.12077752657381235
C1257,-0.20213288041211958
C1258,0.22099320924024338
C1259,-0.11104336772335577
C1260,-0.007603358984477754
C1261,-0.0021241505820613904
C1262,0.08577996843478261
C1263,0.029169573577621843
C1264,-0.2671047829157871
C1265,0.17598251847869803
C1266,0.05854963232575694
C1267,-0.12616285413270856
C1268,0.04976108077688246
C1269,-0.05760797030415363
C1270,-0.1377002179319353
C1271,0.08491967121527744
C1272,0.0038996238319304877
C1273,0.1572222709849416
C1274,0.11307238165007238
C1275,0.40110690151450096
C1276,-0.1928046448229302
C1277,-0.13276409046589469
C1278,0.18771465766167109
C1279,0.18332065194930894
C1280,-0.0789815876981006
C1281,-0.1188716094880026
C1282,0.10322687419249243
C1283,-0.05315737824827249
C1284,-0.32440816531029093
C1285,-0.15878302987926293
C1286,-0.006070179666347764
C1287,-0.29344472247926007
C1288,0.10712440916710969
C1289,-0.044734918544809765
C1290,0.1543693785193935
C1291,0.027603290749336457
C1292,-0.17374335042935152
C1293,0.10486688464797023
C1294,-0.4299432957499656
C1295,0.1587080805171237
C1296,0.11145748880703257
C1297,-0.30871222267660536
C1298,-0.05141746738744499
C1299,-0.12834678613051123
C1300,-0.24865626601929877
